team,player,minute,x,y
Argentina,Nicolás Alejandro Tagliafico,45,39.2,13.9
Argentina,Ángel Fabián Di María Hernández,45,57.6,4.0
Argentina,Nicolás Alejandro Tagliafico,45,38.3,7.4
Argentina,Nicolás Hernán Otamendi,45,25.7,17.5
Argentina,Damián Emiliano Martínez,45,6.7,30.8
France,Jules Koundé,45,69.4,72.9
France,Aurélien Djani Tchouaméni,45,67.2,59.6
Argentina,Lionel Andrés Messi Cuccittini,45,70.6,21.1
Argentina,Julián Álvarez,45,97.0,29.3
Argentina,Rodrigo Javier De Paul,45,97.6,56.2
Argentina,Julián Álvarez,45,100.1,62.8
Argentina,Enzo Fernandez,45,87.7,53.0
France,Hugo Lloris,45,11.6,39.7
Argentina,Nahuel Molina Lucero,46,80.3,80.0
France,Marcus Thuram,46,36.6,11.7
France,Jules Koundé,46,61.9,71.2
France,Aurélien Djani Tchouaméni,46,42.4,73.9
France,Raphaël Varane,46,24.4,55.5
France,Dayotchanculle Upamecano,46,43.5,30.3
France,Aurélien Djani Tchouaméni,46,56.1,32.0
France,Theo Bernard François Hernández,46,52.7,3.1
France,Marcus Thuram,46,70.4,2.7
France,Theo Bernard François Hernández,47,51.8,7.4
France,Raphaël Varane,47,39.0,42.9
France,Jules Koundé,47,39.4,57.0
France,Raphaël Varane,47,46.7,48.5
France,Dayotchanculle Upamecano,47,46.0,28.6
Argentina,Cristian Gabriel Romero,47,20.6,65.6
Argentina,Rodrigo Javier De Paul,47,29.3,69.7
Argentina,Damián Emiliano Martínez,47,16.3,50.9
France,Theo Bernard François Hernández,47,25.3,0.1
Argentina,Nahuel Molina Lucero,48,79.4,80.0
Argentina,Lionel Andrés Messi Cuccittini,48,100.4,65.2
France,Raphaël Varane,48,18.7,36.3
France,Hugo Lloris,48,6.0,40.8
Argentina,Nicolás Alejandro Tagliafico,48,79.8,14.9
France,Jules Koundé,48,24.0,66.9
France,Randal Kolo Muani,48,36.4,71.8
France,Jules Koundé,48,52.3,75.2
Argentina,Cristian Gabriel Romero,48,69.8,35.0
Argentina,Lionel Andrés Messi Cuccittini,48,81.3,32.9
Argentina,Ángel Fabián Di María Hernández,48,106.8,20.9
France,Hugo Lloris,48,12.0,39.7
France,Antoine Griezmann,48,30.6,31.4
France,Theo Bernard François Hernández,49,48.2,8.3
France,Antoine Griezmann,49,43.1,13.2
France,Antoine Griezmann,49,73.6,22.0
Argentina,Damián Emiliano Martínez,49,2.8,56.6
Argentina,Nahuel Molina Lucero,49,35.1,74.4
France,Dayotchanculle Upamecano,49,22.9,11.9
France,Hugo Lloris,49,7.8,28.2
France,Adrien Rabiot,49,47.5,22.2
France,Antoine Griezmann,49,55.0,22.6
Argentina,Nahuel Molina Lucero,49,53.5,66.7
France,Antoine Griezmann,49,55.0,15.5
France,Adrien Rabiot,49,55.7,16.0
France,Theo Bernard François Hernández,49,69.8,0.1
Argentina,Nahuel Molina Lucero,50,67.6,80.0
Argentina,Lionel Andrés Messi Cuccittini,50,77.5,74.6
Argentina,Nahuel Molina Lucero,50,61.6,77.2
Argentina,Damián Emiliano Martínez,50,15.0,54.3
Argentina,Nicolás Hernán Otamendi,50,31.3,22.8
Argentina,Nicolás Alejandro Tagliafico,50,44.7,6.4
Argentina,Alexis Mac Allister,50,62.5,13.0
Argentina,Alexis Mac Allister,50,43.0,6.8
France,Randal Kolo Muani,50,86.5,67.7
France,Antoine Griezmann,51,120.0,80.0
Argentina,Damián Emiliano Martínez,51,15.4,46.2
Argentina,Ángel Fabián Di María Hernández,51,70.6,65.8
Argentina,Lionel Andrés Messi Cuccittini,51,92.4,60.9
Argentina,Nahuel Molina Lucero,51,110.8,80.0
Argentina,Rodrigo Javier De Paul,51,108.5,71.6
Argentina,Nahuel Molina Lucero,51,112.8,77.0
Argentina,Lionel Andrés Messi Cuccittini,52,120.0,80.0
Argentina,Nahuel Molina Lucero,53,106.4,80.0
Argentina,Julián Álvarez,53,114.1,71.0
France,Marcus Thuram,53,5.2,7.0
Argentina,Nicolás Hernán Otamendi,53,55.9,65.8
Argentina,Rodrigo Javier De Paul,53,68.3,75.2
Argentina,Damián Emiliano Martínez,53,34.3,30.3
Argentina,Enzo Fernandez,53,39.4,35.0
France,Jules Koundé,53,60.8,68.4
France,Antoine Griezmann,53,79.4,70.5
France,Aurélien Djani Tchouaméni,53,63.6,73.3
France,Dayotchanculle Upamecano,53,64.4,45.9
France,Adrien Rabiot,53,65.3,30.1
France,Aurélien Djani Tchouaméni,53,67.0,42.9
France,Dayotchanculle Upamecano,53,63.4,31.8
France,Kylian Mbappé Lottin,53,74.1,15.1
France,Aurélien Djani Tchouaméni,54,80.7,19.8
France,Theo Bernard François Hernández,54,94.0,2.3
France,Aurélien Djani Tchouaméni,54,90.1,12.1
Argentina,Rodrigo Javier De Paul,54,22.5,71.8
Argentina,Enzo Fernandez,54,31.3,77.2
Argentina,Rodrigo Javier De Paul,55,53.5,76.5
Argentina,Cristian Gabriel Romero,55,35.5,72.7
Argentina,Alexis Mac Allister,55,64.2,37.0
France,Jules Koundé,56,43.5,54.1
France,Jules Koundé,56,59.1,57.3
France,Aurélien Djani Tchouaméni,56,63.2,65.2
France,Dayotchanculle Upamecano,56,52.7,33.9
France,Theo Bernard François Hernández,56,61.9,3.1
France,Adrien Rabiot,56,64.4,10.6
France,Theo Bernard François Hernández,56,56.5,2.3
France,Dayotchanculle Upamecano,56,40.9,15.5
France,Raphaël Varane,56,42.4,49.6
France,Dayotchanculle Upamecano,56,47.5,29.7
France,Jules Koundé,56,114.7,73.5
France,Jules Koundé,57,114.5,80.0
France,Randal Kolo Muani,57,112.6,63.9
France,Adrien Rabiot,57,94.6,50.4
France,Raphaël Varane,57,72.1,66.9
France,Hugo Lloris,57,30.9,50.4
France,Dayotchanculle Upamecano,57,47.3,22.6
France,Theo Bernard François Hernández,57,45.4,2.9
Argentina,Enzo Fernandez,57,58.4,67.1
Argentina,Lionel Andrés Messi Cuccittini,58,67.6,71.8
Argentina,Nahuel Molina Lucero,58,63.4,74.2
France,Jules Koundé,58,30.2,68.2
Argentina,Nicolás Alejandro Tagliafico,58,79.4,11.5
Argentina,Ángel Fabián Di María Hernández,58,84.7,20.3
France,Hugo Lloris,58,7.8,44.4
France,Dayotchanculle Upamecano,58,50.5,22.8
France,Raphaël Varane,58,45.2,42.1
France,Dayotchanculle Upamecano,58,52.0,22.4
France,Theo Bernard François Hernández,58,55.5,5.5
Argentina,Damián Emiliano Martínez,59,29.6,48.5
France,Jules Koundé,59,39.0,74.2
France,Randal Kolo Muani,59,46.5,63.7
France,Aurélien Djani Tchouaméni,59,44.1,59.6
Argentina,Nicolás Alejandro Tagliafico,59,57.6,13.6
Argentina,Ángel Fabián Di María Hernández,59,112.1,22.4
France,Hugo Lloris,60,6.0,36.0
Argentina,Nicolás Alejandro Tagliafico,60,36.4,15.1
Argentina,Enzo Fernandez,60,39.4,22.0
France,Dayotchanculle Upamecano,60,50.8,60.3
Argentina,Nahuel Molina Lucero,61,40.3,80.0
Argentina,Rodrigo Javier De Paul,61,46.5,73.3
Argentina,Nahuel Molina Lucero,61,37.3,77.6
Argentina,Enzo Fernandez,61,36.4,69.3
Argentina,Rodrigo Javier De Paul,61,45.4,74.2
France,Theo Bernard François Hernández,61,52.0,0.1
France,Dayotchanculle Upamecano,61,34.5,12.1
France,Raphaël Varane,61,36.2,38.9
France,Jules Koundé,61,32.1,60.7
France,Hugo Lloris,61,14.0,38.0
France,Dayotchanculle Upamecano,61,36.9,25.6
France,Theo Bernard François Hernández,61,49.3,3.6
France,Marcus Thuram,61,64.2,3.4
Argentina,Enzo Fernandez,61,42.2,68.2
France,Marcus Thuram,61,85.4,21.1
France,Antoine Griezmann,61,85.4,32.0
France,Theo Bernard François Hernández,61,104.9,14.9
France,Theo Bernard François Hernández,62,86.0,0.1
France,Aurélien Djani Tchouaméni,62,77.1,16.2
France,Raphaël Varane,62,80.5,58.5
Argentina,Alexis Mac Allister,62,57.8,35.5
Argentina,Lionel Andrés Messi Cuccittini,62,64.0,43.4
Argentina,Julián Álvarez,62,90.5,25.6
France,Jules Koundé,62,19.3,50.2
France,Adrien Rabiot,62,35.1,21.5
France,Marcus Thuram,62,53.5,25.4
France,Aurélien Djani Tchouaméni,62,52.5,26.5
France,Theo Bernard François Hernández,62,61.2,7.8
France,Kylian Mbappé Lottin,62,71.3,2.5
France,Antoine Griezmann,63,73.4,16.2
France,Adrien Rabiot,63,84.3,14.7
France,Kylian Mbappé Lottin,63,97.6,17.7
France,Adrien Rabiot,63,92.0,9.8
France,Aurélien Djani Tchouaméni,63,76.4,23.0
Argentina,Damián Emiliano Martínez,64,7.0,36.1
France,Randal Kolo Muani,64,48.6,66.5
Argentina,Nicolás Alejandro Tagliafico,64,56.9,10.4
Argentina,Enzo Fernandez,64,57.2,20.7
Argentina,Nicolás Hernán Otamendi,64,40.0,18.3
Argentina,Cristian Gabriel Romero,64,35.1,30.1
Argentina,Nicolás Hernán Otamendi,64,35.5,12.6
Argentina,Nicolás Alejandro Tagliafico,64,46.2,5.1
Argentina,Julián Álvarez,64,71.3,22.0
Argentina,Lionel Andrés Messi Cuccittini,64,74.7,19.8
Argentina,Marcos Javier Acuña,64,87.1,5.3
Argentina,Alexis Mac Allister,64,94.6,19.2
Argentina,Marcos Javier Acuña,64,102.9,14.1
Argentina,Lionel Andrés Messi Cuccittini,64,97.8,9.6
Argentina,Alexis Mac Allister,64,100.4,24.3
France,Aurélien Djani Tchouaméni,64,6.7,54.3
France,Hugo Lloris,64,1.8,47.0
Argentina,Nicolás Alejandro Tagliafico,64,90.7,16.0
France,Jules Koundé,64,5.4,70.9
France,Hugo Lloris,65,6.0,44.0
Argentina,Nicolás Hernán Otamendi,65,40.0,19.8
France,Aurélien Djani Tchouaméni,65,62.9,52.1
France,Antoine Griezmann,65,74.3,47.4
France,Adrien Rabiot,65,53.3,38.2
France,Raphaël Varane,65,45.6,49.8
France,Theo Bernard François Hernández,65,63.2,5.9
France,Adrien Rabiot,65,53.3,15.1
France,Dayotchanculle Upamecano,65,53.1,29.2
Argentina,Rodrigo Javier De Paul,65,20.1,64.6
Argentina,Nahuel Molina Lucero,65,6.7,65.6
France,Antoine Griezmann,65,105.9,0.1
France,Theo Bernard François Hernández,65,89.7,5.3
France,Adrien Rabiot,65,92.9,10.0
France,Antoine Griezmann,66,107.2,3.1
France,Randal Kolo Muani,66,117.3,73.9
France,Jules Koundé,66,105.7,76.1
Argentina,Nicolás Alejandro Tagliafico,66,11.0,5.3
Argentina,Alexis Mac Allister,66,3.0,8.9
France,Aurélien Djani Tchouaméni,66,87.3,65.8
France,Raphaël Varane,66,52.7,53.4
France,Hugo Lloris,66,23.2,34.2
France,Raphaël Varane,66,33.2,57.7
France,Aurélien Djani Tchouaméni,66,49.9,68.4
France,Jules Koundé,66,64.0,76.1
France,Raphaël Varane,66,42.8,57.0
France,Antoine Griezmann,66,54.4,51.7
France,Dayotchanculle Upamecano,66,48.2,25.8
France,Antoine Griezmann,66,64.2,18.1
France,Theo Bernard François Hernández,66,75.4,3.6
France,Antoine Griezmann,66,75.1,9.8
France,Theo Bernard François Hernández,66,93.7,3.6
France,Antoine Griezmann,67,120.0,0.1
Argentina,Damián Emiliano Martínez,68,7.0,44.1
France,Aurélien Djani Tchouaméni,68,45.4,50.0
Argentina,Cristian Gabriel Romero,68,52.4,40.2
France,Adrien Rabiot,68,54.4,28.0
France,Kylian Mbappé Lottin,68,67.0,18.1
France,Antoine Griezmann,68,63.6,23.0
Argentina,Rodrigo Javier De Paul,68,43.7,74.4
Argentina,Enzo Fernandez,68,46.9,59.4
Argentina,Alexis Mac Allister,68,57.2,46.2
Argentina,Enzo Fernandez,68,50.1,55.6
Argentina,Lionel Andrés Messi Cuccittini,68,57.6,59.6
Argentina,Enzo Fernandez,68,43.9,49.6
Argentina,Nicolás Hernán Otamendi,68,40.0,27.5
Argentina,Nicolás Alejandro Tagliafico,68,50.9,11.1
France,Marcus Thuram,68,70.2,62.2
France,Randal Kolo Muani,68,75.1,68.6
France,Jules Koundé,68,70.2,70.5
France,Aurélien Djani Tchouaméni,68,71.9,62.8
France,Adrien Rabiot,68,62.9,28.6
France,Kylian Mbappé Lottin,68,79.0,17.0
France,Theo Bernard François Hernández,68,109.6,5.3
France,Dayotchanculle Upamecano,68,67.0,21.1
France,Adrien Rabiot,69,62.3,13.6
France,Aurélien Djani Tchouaméni,69,77.9,14.3
France,Kylian Mbappé Lottin,69,92.9,15.8
Argentina,Rodrigo Javier De Paul,69,17.2,75.0
Argentina,Lionel Andrés Messi Cuccittini,69,32.6,72.9
France,Theo Bernard François Hernández,69,46.9,3.1
France,Hugo Lloris,69,25.3,32.4
France,Raphaël Varane,69,62.5,56.8
France,Jules Koundé,69,57.4,69.5
France,Dayotchanculle Upamecano,69,45.0,30.3
France,Aurélien Djani Tchouaméni,69,69.6,9.3
France,Theo Bernard François Hernández,69,83.7,4.2
Argentina,Cristian Gabriel Romero,69,19.3,67.8
Argentina,Nahuel Molina Lucero,69,27.2,74.8
Argentina,Cristian Gabriel Romero,69,19.9,67.1
France,Aurélien Djani Tchouaméni,69,78.3,17.9
France,Adrien Rabiot,70,72.6,18.1
France,Theo Bernard François Hernández,70,81.3,3.4
France,Kylian Mbappé Lottin,70,98.9,8.7
Argentina,Damián Emiliano Martínez,70,7.0,44.1
France,Jules Koundé,71,45.0,72.4
Argentina,Julián Álvarez,71,75.1,6.6
Argentina,Alexis Mac Allister,71,88.4,15.6
Argentina,Marcos Javier Acuña,71,100.4,7.4
Argentina,Alexis Mac Allister,71,112.6,7.9
Argentina,Lionel Andrés Messi Cuccittini,71,106.8,23.9
France,Hugo Lloris,71,10.1,38.6
France,Adrien Rabiot,71,60.0,14.5
France,Eduardo Camavinga,71,45.2,2.7
France,Dayotchanculle Upamecano,71,31.5,12.3
France,Raphaël Varane,71,43.5,43.8
France,Jules Koundé,72,63.6,70.9
France,Aurélien Djani Tchouaméni,72,57.8,45.5
France,Adrien Rabiot,72,66.8,38.9
France,Raphaël Varane,72,48.0,51.5
France,Dayotchanculle Upamecano,72,56.5,22.6
France,Randal Kolo Muani,72,92.0,8.1
France,Aurélien Djani Tchouaméni,72,83.1,22.0
France,Eduardo Camavinga,72,58.5,0.1
France,Dayotchanculle Upamecano,72,54.4,8.3
France,Raphaël Varane,72,70.0,52.3
France,Jules Koundé,72,79.0,74.2
France,Kingsley Coman,72,93.5,80.0
France,Adrien Rabiot,72,78.3,71.4
France,Kingsley Coman,72,83.9,75.0
France,Raphaël Varane,73,61.9,58.8
France,Dayotchanculle Upamecano,73,82.8,19.2
Argentina,Damián Emiliano Martínez,74,36.4,62.6
France,Dayotchanculle Upamecano,74,28.1,16.8
Argentina,Cristian Gabriel Romero,74,17.6,76.3
Argentina,Enzo Fernandez,74,19.7,68.0
Argentina,Rodrigo Javier De Paul,74,45.0,70.5
Argentina,Julián Álvarez,74,108.9,74.2
Argentina,Nahuel Molina Lucero,74,92.9,77.0
France,Kingsley Coman,74,47.1,29.2
France,Raphaël Varane,74,67.4,57.9
Argentina,Nicolás Alejandro Tagliafico,75,48.4,0.1
Argentina,Nicolás Alejandro Tagliafico,75,61.4,0.1
France,Marcus Thuram,75,54.2,38.2
Argentina,Nicolás Hernán Otamendi,75,59.9,22.0
France,Eduardo Camavinga,75,41.6,34.2
France,Marcus Thuram,75,62.9,16.4
France,Aurélien Djani Tchouaméni,76,78.6,29.7
Argentina,Nahuel Molina Lucero,76,27.8,64.3
Argentina,Lionel Andrés Messi Cuccittini,76,49.0,66.5
Argentina,Nahuel Molina Lucero,76,79.4,76.5
Argentina,Lionel Andrés Messi Cuccittini,76,85.6,72.7
Argentina,Nahuel Molina Lucero,76,75.8,68.2
Argentina,Lionel Andrés Messi Cuccittini,76,86.7,76.1
Argentina,Rodrigo Javier De Paul,76,95.2,55.4
Argentina,Alexis Mac Allister,76,87.3,55.4
Argentina,Enzo Fernandez,76,80.0,51.3
Argentina,Lionel Andrés Messi Cuccittini,77,92.9,64.8
Argentina,Rodrigo Javier De Paul,77,112.1,59.8
France,Hugo Lloris,77,13.7,42.7
Argentina,Enzo Fernandez,77,49.2,15.4
Argentina,Marcos Javier Acuña,77,55.2,11.7
Argentina,Alexis Mac Allister,77,66.6,28.2
Argentina,Enzo Fernandez,77,55.9,27.5
Argentina,Rodrigo Javier De Paul,77,69.1,67.3
Argentina,Nahuel Molina Lucero,77,48.0,66.9
Argentina,Enzo Fernandez,77,57.6,61.1
Argentina,Rodrigo Javier De Paul,77,66.1,74.0
Argentina,Enzo Fernandez,77,63.4,66.7
Argentina,Rodrigo Javier De Paul,77,61.4,76.1
France,Eduardo Camavinga,77,50.8,4.2
Argentina,Nahuel Molina Lucero,78,69.1,80.0
Argentina,Enzo Fernandez,78,70.8,66.0
Argentina,Nahuel Molina Lucero,78,70.0,75.2
Argentina,Nahuel Molina Lucero,78,74.9,75.5
France,Eduardo Camavinga,78,39.4,9.8
France,Kylian Mbappé Lottin,78,60.2,7.6
Argentina,Julián Álvarez,79,61.0,40.1
Argentina,Rodrigo Javier De Paul,79,44.3,40.2
Argentina,Nahuel Molina Lucero,79,43.5,76.3
Argentina,Cristian Gabriel Romero,79,20.6,50.9
Argentina,Nicolás Hernán Otamendi,79,19.1,28.6
Argentina,Damián Emiliano Martínez,80,6.0,37.0
Argentina,Marcos Javier Acuña,80,51.2,4.9
France,Jules Koundé,80,56.5,80.0
France,Dayotchanculle Upamecano,80,55.7,35.2
France,Eduardo Camavinga,80,55.9,11.1
France,Marcus Thuram,80,68.7,2.7
France,Eduardo Camavinga,80,54.6,5.5
France,Dayotchanculle Upamecano,80,66.2,64.1
Argentina,Cristian Gabriel Romero,80,20.1,52.6
France,Eduardo Camavinga,80,81.1,23.7
France,Kingsley Coman,80,84.8,71.2
France,Adrien Rabiot,80,79.2,54.1
France,Kylian Mbappé Lottin,80,93.1,24.1
France,Marcus Thuram,80,94.8,36.3
Argentina,Lionel Andrés Messi Cuccittini,82,61.0,40.1
Argentina,Enzo Fernandez,82,50.3,45.5
Argentina,Rodrigo Javier De Paul,82,47.3,59.2
Argentina,Cristian Gabriel Romero,82,28.7,59.0
Argentina,Enzo Fernandez,82,44.7,48.1
Argentina,Nicolás Alejandro Tagliafico,82,40.3,14.5
Argentina,Marcos Javier Acuña,82,55.4,5.1
Argentina,Nicolás Alejandro Tagliafico,82,89.5,0.1
Argentina,Julián Álvarez,83,110.2,7.2
Argentina,Nicolás Alejandro Tagliafico,83,98.2,5.3
Argentina,Julián Álvarez,83,91.6,14.7
Argentina,Rodrigo Javier De Paul,83,88.6,29.5
Argentina,Julián Álvarez,83,96.7,22.4
Argentina,Julián Álvarez,83,107.0,17.5
Argentina,Marcos Javier Acuña,83,107.8,14.7
Argentina,Cristian Gabriel Romero,83,70.6,48.5
Argentina,Nahuel Molina Lucero,83,80.3,57.9
France,Eduardo Camavinga,83,23.8,24.7
Argentina,Nicolás Hernán Otamendi,83,78.8,50.0
France,Adrien Rabiot,83,42.0,17.7
Argentina,Cristian Gabriel Romero,83,45.0,75.7
Argentina,Rodrigo Javier De Paul,83,48.6,71.8
Argentina,Enzo Fernandez,83,63.8,59.2
Argentina,Julián Álvarez,83,74.7,53.2
Argentina,Lionel Andrés Messi Cuccittini,83,75.8,60.3
France,Marcus Thuram,84,91.0,19.0
France,Kylian Mbappé Lottin,84,108.3,20.3
Argentina,Damián Emiliano Martínez,84,7.0,36.1
France,Adrien Rabiot,84,46.3,50.0
France,Jules Koundé,84,46.7,66.2
France,Raphaël Varane,84,42.6,57.3
France,Jules Koundé,84,45.4,71.2
France,Raphaël Varane,84,40.7,60.5
France,Hugo Lloris,85,23.4,29.7
France,Marcus Thuram,85,78.8,13.4
Argentina,Cristian Gabriel Romero,85,26.6,63.3
France,Aurélien Djani Tchouaméni,85,68.3,19.2
France,Adrien Rabiot,85,70.2,10.8
France,Dayotchanculle Upamecano,85,53.5,21.8
France,Jules Koundé,85,51.8,56.0
France,Raphaël Varane,85,52.3,38.9
France,Adrien Rabiot,85,67.0,29.5
France,Dayotchanculle Upamecano,85,49.3,10.6
France,Jules Koundé,85,46.7,75.7
France,Kylian Mbappé Lottin,86,74.7,63.0
France,Jules Koundé,86,76.4,67.1
France,Kylian Mbappé Lottin,86,80.3,61.5
France,Randal Kolo Muani,86,98.0,32.9
France,Randal Kolo Muani,86,96.7,30.7
France,Marcus Thuram,86,101.2,23.9
France,Adrien Rabiot,86,104.0,25.2
Argentina,Damián Emiliano Martínez,87,18.4,51.7
France,Eduardo Camavinga,89,34.9,10.2
France,Raphaël Varane,89,44.8,52.6
France,Eduardo Camavinga,89,99.5,0.1
France,Adrien Rabiot,89,89.7,3.8
Argentina,Rodrigo Javier De Paul,89,21.9,69.7
France,Adrien Rabiot,89,87.8,13.4
France,Kylian Mbappé Lottin,89,92.3,25.4
France,Kingsley Coman,89,111.7,68.8
France,Jules Koundé,90,70.4,59.8
France,Raphaël Varane,90,54.8,39.9
France,Dayotchanculle Upamecano,90,56.3,19.4
France,Jules Koundé,90,52.9,60.9
Argentina,Cristian Gabriel Romero,90,25.5,28.6
Argentina,Julián Álvarez,90,61.9,35.2
France,Dayotchanculle Upamecano,90,53.1,35.0
Argentina,Cristian Gabriel Romero,90,36.8,51.3
Argentina,Enzo Fernandez,90,57.6,49.8
France,Jules Koundé,90,23.2,57.9
Argentina,Nicolás Alejandro Tagliafico,90,80.9,24.3
Argentina,Marcos Javier Acuña,90,101.2,13.0
France,Hugo Lloris,91,6.0,44.0
France,Randal Kolo Muani,91,74.7,25.6
France,Kylian Mbappé Lottin,92,86.7,18.1
Argentina,Rodrigo Javier De Paul,92,20.1,28.0
Argentina,Marcos Javier Acuña,92,18.0,13.9
Argentina,Nicolás Alejandro Tagliafico,92,44.5,0.1
Argentina,Nicolás Hernán Otamendi,92,21.9,25.0
Argentina,Nahuel Molina Lucero,92,31.7,63.3
France,Kingsley Coman,93,120.0,0.1
France,Aurélien Djani Tchouaméni,93,91.6,33.7
France,Eduardo Camavinga,93,90.1,18.3
France,Eduardo Camavinga,93,113.6,19.8
Argentina,Cristian Gabriel Romero,93,3.7,42.5
Argentina,Damián Emiliano Martínez,93,4.3,44.0
Argentina,Enzo Fernandez,94,45.2,51.9
Argentina,Julián Álvarez,94,51.6,59.4
Argentina,Nahuel Molina Lucero,94,54.8,70.3
Argentina,Nahuel Molina Lucero,94,89.7,80.0
Argentina,Lionel Andrés Messi Cuccittini,94,94.6,61.1
Argentina,Cristian Gabriel Romero,94,85.8,61.6
France,Eduardo Camavinga,94,22.3,13.0
France,Kylian Mbappé Lottin,95,79.4,4.6
France,Kylian Mbappé Lottin,95,110.9,23.5
Argentina,Nahuel Molina Lucero,95,24.0,71.2
Argentina,Rodrigo Javier De Paul,95,43.7,76.1
Argentina,Enzo Fernandez,95,44.1,59.0
Argentina,Lionel Andrés Messi Cuccittini,95,83.0,51.3
Argentina,Marcos Javier Acuña,95,99.9,25.8
Argentina,Nicolás Alejandro Tagliafico,95,111.5,20.9
France,Aurélien Djani Tchouaméni,95,31.5,53.0
France,Jules Koundé,96,55.9,73.3
France,Raphaël Varane,96,45.6,55.3
France,Aurélien Djani Tchouaméni,96,48.4,41.2
France,Hugo Lloris,96,26.6,31.8
France,Marcus Thuram,96,79.6,16.8
Argentina,Nicolás Hernán Otamendi,96,30.2,41.9
Argentina,Enzo Fernandez,96,37.3,50.0
Argentina,Alexis Mac Allister,96,52.0,34.8
Argentina,Marcos Javier Acuña,96,70.2,12.8
Argentina,Julián Álvarez,96,95.4,8.1
Argentina,Rodrigo Javier De Paul,96,89.5,31.0
Argentina,Lionel Andrés Messi Cuccittini,97,120.0,0.1
France,Raphaël Varane,97,24.4,52.3
France,Aurélien Djani Tchouaméni,97,48.6,49.1
France,Adrien Rabiot,97,66.4,11.1
France,Aurélien Djani Tchouaméni,98,62.7,33.5
France,Jules Koundé,98,73.4,63.0
France,Kingsley Coman,98,116.2,66.7
Argentina,Alexis Mac Allister,98,6.7,19.6
Argentina,Enzo Fernandez,98,21.0,28.8
Argentina,Lionel Andrés Messi Cuccittini,98,30.4,27.5
Argentina,Julián Álvarez,98,110.6,23.3
Argentina,Lionel Andrés Messi Cuccittini,98,101.4,35.2
Argentina,Rodrigo Javier De Paul,98,102.9,47.7
France,Aurélien Djani Tchouaméni,98,15.0,43.6
France,Randal Kolo Muani,90,61.0,40.1
France,Aurélien Djani Tchouaméni,90,52.0,42.5
France,Adrien Rabiot,90,51.6,19.8
France,Eduardo Camavinga,90,52.0,9.2
France,Dayotchanculle Upamecano,90,44.5,23.1
France,Jules Koundé,90,39.4,60.1
Argentina,Nicolás Alejandro Tagliafico,90,42.2,5.3
Argentina,Alexis Mac Allister,90,42.4,13.6
Argentina,Nicolás Hernán Otamendi,90,30.2,14.1
Argentina,Enzo Fernandez,90,36.0,25.6
Argentina,Alexis Mac Allister,90,64.0,16.2
Argentina,Cristian Gabriel Romero,90,36.2,45.1
France,Aurélien Djani Tchouaméni,90,57.4,46.4
Argentina,Cristian Gabriel Romero,90,38.8,39.9
Argentina,Enzo Fernandez,90,45.2,36.3
Argentina,Cristian Gabriel Romero,91,53.3,44.2
Argentina,Marcos Javier Acuña,91,77.3,4.6
Argentina,Nicolás Hernán Otamendi,91,52.7,16.6
Argentina,Cristian Gabriel Romero,91,42.6,50.2
Argentina,Gonzalo Ariel Montiel,91,84.6,73.3
Argentina,Lionel Andrés Messi Cuccittini,91,79.8,72.0
Argentina,Enzo Fernandez,91,71.5,53.4
Argentina,Gonzalo Ariel Montiel,91,71.1,67.7
Argentina,Lionel Andrés Messi Cuccittini,91,78.3,73.9
Argentina,Rodrigo Javier De Paul,91,86.9,72.9
